,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2018-03-01,57.37036020240886,55.9121747126505,52.14877280444115,54.08248425362784,40.568677882913946,32.966884548963975,44.71840364291754,67.64411841264132,58.71277382729627,38.65206566594663,40.78528243023628,40.360903046827346,36.32416230285585,46.14029052409659,46.46540091442685,62.821989350568344,21.25672331163617,44.12360140554824,30.64670538921777,28.69488457394488,27.011343931126042,57.73044062116754,45.34095603867972,36.36432613508199,41.52010561503737,45.56849442324881,23.552222626124085,41.232538297149475,49.44247790647098,27.368808655903344,51.72176600325254,27.35657658420574,38.98497994164434,52.852643266360225,42.353358740723294,34.999339291531,37.72625380725686,56.72320140370934,35.110269287205824,49.93845727281264,59.09088489441886,43.752509842329104,21.491712902988873,46.942578621683964,39.9585293006222,43.875926842816504,29.126026568366537,36.65674465854748
2018-04-01,66.21565103934108,59.83318495044569,62.571583827277365,58.02880040673793,45.048411391144995,46.41071684362338,54.74266595279719,74.0388264093674,66.56137753216656,44.64321977296402,53.98557212498484,53.21706240020297,49.828418281637994,55.89514400592873,58.359083668390475,69.88939770247298,36.95160707660743,54.40682085852804,44.949846225662476,41.44235759563811,41.838955050714496,66.78163742595387,57.463947940974165,42.43895852369667,50.31179826412,49.849130844647796,39.97867889109567,51.57148057541332,53.84273858978405,42.591679983330245,60.879423512976174,42.11960280178679,52.08643018791399,61.92984994275264,46.68949132402582,48.296279909152524,47.53821750247169,65.39631420218085,45.79032859505774,60.78184603299231,65.68416492015486,48.53825434146546,38.74763613216167,56.83502305414268,45.592606975515025,54.512037400630646,41.87421828838415,41.48098547012574
2018-05-01,73.15567542339585,65.97290309078696,70.39213886378157,63.531917480155684,52.14082786837619,58.679671371681394,65.4791184423837,78.90624782123992,73.57248292879366,51.71004107904666,65.1282468404941,64.92372280513953,61.519076935333246,64.36900970976035,67.73801254649187,76.0336426574179,52.05831563110754,64.87219432971295,57.64261495196216,55.21168356380613,54.67846595332173,74.02028802283688,66.48455251741711,51.512264252355465,59.58314771191675,56.73921053557451,54.613184866560466,62.706728287429485,60.54675237742401,57.14677787115111,69.00508068791203,53.915143605795464,64.26610256959579,69.20735893973412,52.597619804531575,60.62150962330201,58.874388656674476,72.83724023896413,56.250529941447276,69.16096189392935,71.92317961476036,56.36738714281603,54.38034622226832,65.58892054797182,52.542767764741846,63.6402525802771,55.48609345302573,49.26087028840855
2018-06-01,80.7412758007128,79.78794658965722,79.31593407256621,73.29859490023141,66.20490144277922,65.28664745152514,73.80766828378117,83.71675990117349,80.94389669648928,61.48567266148368,72.77621100554035,72.04289449299591,70.19843213897263,77.20066267794905,74.75885512784089,83.41560210477681,58.013901924823074,73.07217550180677,63.75187247378723,62.87341308588357,64.60765568613714,81.67855144979391,75.17005921791093,61.445896687613846,71.06914817989063,69.34068917672143,60.19764894671452,70.77813235080386,73.56210912741537,62.72744123369591,76.93364126049445,64.93512942392462,70.66472541738824,80.98426503341888,60.206850462402606,66.92547485465829,66.10293621356429,80.69436879311525,66.94555472991242,76.65243669274541,79.8361782581166,69.80437313159145,59.67659262431349,73.41747645862768,58.64460653261644,70.85452108477477,64.14763309559882,62.16402781610738
2018-07-01,82.18319471192287,81.8943214801988,81.20346162207144,78.4229102490206,69.39311389754491,72.19622637156392,78.95051558659823,84.939954821973,83.07246226612318,67.55137167178533,76.37754421618541,74.98660701921303,75.07452952196158,81.17716587079433,77.46839693856965,84.58686000369411,64.8611525539307,77.81502018467894,70.8855666851086,67.92547583667283,70.66758842231229,82.62704468127653,79.05820742308177,68.62273655132468,75.84002472184723,75.63904671251008,66.70225791771307,76.53526185345386,75.73894740365778,68.11105104397343,79.90506296671248,71.64136782392005,74.05156435093586,84.21389451529669,67.82060366587996,71.53771870234038,73.3314929456437,83.3086481431992,74.05096187244978,78.74815468954922,82.57531394837332,75.11216864065939,65.58516986272662,77.16032287386186,64.76092693421982,74.2402230365769,69.4766753224099,67.85123095604807
2018-08-01,81.56182109211166,79.62071730674076,80.9842463435385,77.64833057363884,66.63470091271812,68.50315171897923,75.53624863705207,85.09497395323368,82.08675041902761,66.58675711363021,74.02463223158622,72.28760632137796,72.17289082294941,78.63700308514454,75.50967191343231,85.05695302250034,64.21829562138065,74.67218034985568,67.48277470759018,65.26830494836258,67.49338877601797,82.668915691074,77.04550633080022,67.34303673148014,74.14967202064923,73.6693161733375,64.18868644163332,73.349557832913,72.54592444330348,64.7180239686025,77.74792928465102,69.6859191148703,71.23447453419371,83.26524633661789,67.67753965454389,67.63218674554653,70.70294659534869,81.351509261923,71.8548478809004,77.32533317811317,81.83219146183669,72.74199204792886,63.225508064550844,74.61747912584258,65.14433005006794,72.41166133855634,66.56006082852268,65.84830361086809
2018-09-01,76.28020700209409,74.26408127221421,73.924138612567,73.3737578811271,61.423073447677794,62.90959976632442,70.00769860643473,82.51396115064234,77.02962176145854,57.82263779158124,66.09776512777954,65.25038173052079,63.73185812665037,71.79743139116636,68.99322038430356,80.68694942390064,57.30975996472101,68.9579186995361,61.619614606215706,57.133799571860166,58.86719131612897,77.240403304459,68.48789135782955,58.479130564094746,66.35526882573846,66.33169608155735,57.900247099266615,67.6781487242739,67.66547603058737,59.09572469866245,72.67652082309264,61.072849074828945,64.66284712226044,75.9476862563369,60.648747382595104,62.113083176603766,64.56010589231471,76.40866613964265,64.26562390718755,71.1412677043156,77.66506582629171,65.35002165356323,57.36943909313537,69.24607326160495,56.94571807374253,66.81168335340205,57.79534313083508,58.18485336159315
2018-10-01,65.3106980088478,65.26806688015513,61.796089388626,63.897234787772526,51.10511632597481,51.94314416365025,58.66486461392845,75.54373491233758,66.87250291910307,48.12774378022149,54.26797749698349,53.665450872270775,51.473968797727395,58.56437166806795,57.191171230640485,70.44632475160789,44.42585982038718,57.41508623883619,50.50452445463344,46.40961300686537,46.31406466608509,65.84669002755894,56.62948974363389,47.71916889037744,53.21468098358662,55.111438288423294,46.174452340838,55.835319843455274,58.39601869108101,48.235913200969115,61.747975889033604,46.876891213056545,53.43580818886898,63.08643319816382,51.23614750747593,51.2067801889375,53.76011886214437,65.62297700009158,49.83001906050457,59.449978393966745,69.61722998635892,53.43225118326766,45.43209843310757,57.93181154997395,48.30916032846915,55.29742781255332,45.94983073014365,46.83226912539738
2018-11-01,54.64308331096508,52.19545852813394,49.76540399427717,52.93314378482093,37.87911961144521,40.31494928310415,47.40775664322318,68.27267200503334,56.8868111328297,35.34070494581329,40.4798634829025,40.68276080155698,35.42734285814361,45.03336375985319,45.43459027337114,60.4890581926003,32.99279249294981,45.972263061028286,39.397442058632734,33.37797609067628,27.513205253887005,54.602242879720336,43.6094710130637,29.48725448279139,38.30478354813497,42.071341538068346,34.37416779497732,44.80678170250593,45.38553126306471,35.796455388389234,50.96228506055065,26.333461515282288,41.14852247538974,50.716788241258705,40.52613018246669,39.115783734124165,43.31730268444585,55.10871468319922,32.049837567582685,48.228787213952586,54.333688489549836,39.81545409916038,33.584899958016436,46.81755498722977,37.77272755384795,44.126030379535045,31.02451242004873,33.01194032019902
2018-12-01,51.042540139403386,44.057013410860826,44.017031834299225,46.347117509932964,26.695973168748733,34.66053602529742,41.535624287149375,65.11158280811564,52.88045213752907,24.42677488996492,32.98595262818813,34.296583176548246,26.405609889185243,34.4933852182405,40.73003742327391,54.71906202043065,25.054067047409596,39.90577896948902,33.850262540843474,26.179664451892826,17.103569223484996,50.861900828966704,36.68650464232462,24.734889224323055,28.385420099901797,33.66063001626388,28.363410065420354,38.34494877259559,37.506629600350614,29.4099711796322,46.47433254325781,18.143350707181416,35.515522377492275,41.4341937006253,33.005403125880825,33.38319001825183,36.05677439703074,51.14780919014531,23.682041851047188,43.968404968758044,49.66913706177985,30.118709217956777,27.214394943767978,41.350889511717504,29.400102647695878,38.084775901411824,21.748055823311837,21.91091124914504
2019-01-01,45.05988267966835,43.80736301302188,39.123895909274765,47.88916002162854,26.93995618547882,24.440219703088204,34.44897193116238,60.732548290786994,48.244846379233614,24.897702361329053,24.725636084593777,25.152238251810882,18.959890428817292,32.321387325989164,32.29828796021245,51.93685685088013,14.894375512946887,32.95671451934821,23.14890185526842,16.549820962664917,9.721013650217076,45.24362675973629,30.211958481000533,25.763796907775085,27.188279072699714,34.55709789282817,16.67476400367258,30.69540513064025,36.597700528991275,17.90178797120387,41.22250889470535,15.088498045425526,25.3205472664345,39.15272017344594,34.58960362565944,23.351992963297036,28.71556311395979,46.49786718426916,21.79140368446063,36.47511857072592,45.711587237531695,29.571665487818628,14.496071293727734,35.47294848009494,29.857214944051684,31.363710516336486,12.813111745476762,22.829588943764033
